电影名,评分,评价人数,链接,时间,演员,imdb_link
奋斗的乔伊,6.6,13100.0,https://movie.douban.com/subject/25901741/,2015-12-25(美国),"['詹妮弗·劳伦斯', '罗伯特·德尼罗', '埃德加·拉米雷兹', '布莱德利·库珀', '戴安·",
奎迪,7.3,11476.0,https://movie.douban.com/subject/24875409/,2015-11-25(美国),"['迈克尔·B·乔丹', '西尔维斯特·史泰龙', '泰莎·汤普森', '菲利西亚·拉斯海德', '",
奔爱,3.6,14722.0,https://movie.douban.com/subject/26637534/,2016-02-14(中国大陆),"['章子怡', '彭于晏', '佟丽娅', '周冬雨', '梁静']",
奔腾年代,8.4,22564.0,https://movie.douban.com/subject/1307535/,2003-07-25(美国),"['托比·马奎尔', '杰夫·布里吉斯', '克里斯·库珀', '伊丽莎白·班克斯', '威廉姆·H",
奥丽芙·基特里奇,9.3,12094.0,https://movie.douban.com/subject/24869254/,2014-11-02(美国),"['弗兰西斯·麦克多蒙德', '理查德·詹金斯', '小约翰·加拉赫', '佐伊·卡赞', '比尔·",
奥斯汀书会,7.5,10216.0,https://movie.douban.com/subject/2083967/,2007-10-05(美国),"['艾米莉·布朗特', '休·丹西', '玛丽亚·贝罗', '凯西·贝克', '艾米·布伦尼曼']",
奥林匹斯的陷落,6.3,43674.0,https://movie.douban.com/subject/10743974/,2013-03-22(美国),"['2013-12-29(中国大陆)', '杰拉德·巴特勒', '艾伦·艾克哈特', '芬利·雅克布",
女人香气,7.6,12163.0,https://movie.douban.com/subject/6534065/,2011-07-16(韩国),"['金宣儿', '李东旭', '严基俊', '徐孝琳', '韩国']",
女伯爵,6.9,10833.0,https://movie.douban.com/subject/2075147/,2009-06-25 00:00:00,"['朱莉·德尔佩', '丹尼尔·布鲁赫', '安娜玛丽亚·玛琳卡', '威廉·赫特', 'Andy ",
女医明妃传,6.1,18450.0,https://movie.douban.com/subject/25817053/,2016-02-13(中国大陆),"['刘诗诗', '霍建华', '黄轩', '李呈媛', '袁文康']",
女巫,6.7,10281.0,https://movie.douban.com/subject/26276364/,2015-10-12(伦敦电影节),"['2016-02-19(美国)', '安雅·泰勒-乔伊', '拉尔夫·尹爱森', '凯特·迪基',",
女巫季节,5.5,44090.0,https://movie.douban.com/subject/3017651/,2011-08-19(中国大陆),"['2011-01-07(美国)', '尼古拉斯·凯奇', '朗·普尔曼', '斯蒂芬·坎贝尔·莫尔",
女性瘾者：第一部,7.7,35176.0,https://movie.douban.com/subject/6827727/,2013-12-25(丹麦),"['夏洛特·甘斯布', '斯特兰·斯卡斯加德', '斯塔西·马汀', '希亚·拉博夫', '克里斯蒂",
女性瘾者：第二部,7.7,25292.0,https://movie.douban.com/subject/10792650/,2013-12-25(丹麦),"['2014-04-03(德国)', '夏洛特·甘斯布', '斯特兰·斯卡斯加德', '斯塔西·马汀",
女王,7.7,52464.0,https://movie.douban.com/subject/1866264/,2006-09-15(英国),"['海伦·米伦', '麦克·辛', '詹姆斯·克伦威尔', '阿历克斯·杰宁斯', '安吉拉·兰斯伯",
女男变错身,6.9,29267.0,https://movie.douban.com/subject/1929497/,2006-12-26(英国),"['萨米拉·阿姆斯特朗', '凯文·席格斯', '埃米丽·汉普希尔', '珊农·奥斯博内', '布鲁",
女间谍,7.5,80031.0,https://movie.douban.com/subject/25752261/,2015-05-21(澳大利亚),"['2015-06-05(美国)', '梅丽莎·麦卡西', '杰森·斯坦森', '裘德·洛', '萝",
女高怪谈3：狐狸阶梯,6.6,19106.0,https://movie.douban.com/subject/1308499/,2003-08-01(韩国),"['宋智孝', '朴寒星', '赵安', '朴志妍', '郭智敏']",
女魔头,7.7,17597.0,https://movie.douban.com/subject/1307649/,2003-12-17(美国),"['查理兹·塞隆', '克里斯蒂娜·里奇', '布鲁斯·邓恩', '李·特格森', '安妮·科利']",
奶奶强盗团,7.7,13186.0,https://movie.douban.com/subject/4300640/,2010-03-18(韩国),"['金惠玉', '罗文姬', '金秀美', '任昌丁', '韩国']",
奶酪陷阱,7.4,31985.0,https://movie.douban.com/subject/26393509/,2016-01-04(韩国),"['朴海镇', '金高银', '徐康俊', '南柱赫', '李晟京']",
奸臣,6.4,32140.0,https://movie.douban.com/subject/25823840/,2015-05-21(韩国),"['朱智勋', '金刚于', '林智妍', '千虎珍', '李裕英']",
她,7.6,30315.0,https://movie.douban.com/subject/26022182/,2016-05-21(戛纳电影节),"['2016-05-25(法国)', '伊莎贝尔·于佩尔', '罗兰·拉斐特', '安妮·康斯金尼'",
她很漂亮,7.2,20704.0,https://movie.douban.com/subject/26438858/,2015-09-16(韩国),"['黄静茵', '朴叙俊', '高俊熙', '崔始源', '朴有焕']",
她比烟花寂寞,8.4,88199.0,https://movie.douban.com/subject/1293708/,1998-12-30 00:00:00,"['艾米丽·沃森', '瑞切尔·格里菲斯', '詹姆斯·弗莱恩', '大卫·莫瑞瑟', '查尔斯·丹",
好先生,6.5,19575.0,https://movie.douban.com/subject/26322643/,2016-05-31(中国大陆),"['孙红雷', '江疏影', '王耀庆', '车晓', '张艺兴']",
好好先生,7.6,64097.0,https://movie.douban.com/subject/2147854/,2008-12-17(美国),"['金·凯瑞', '佐伊·丹斯切尔', '布莱德利·库珀', '约翰·迈克尔·辛吉斯', '瑞斯·达",
好家伙,8.3,48110.0,https://movie.douban.com/subject/1292268/,1990-09-19(美国),"['罗伯特·德尼罗', '雷·利奥塔', '乔·佩西', '洛南·布雷科', '保罗·索维诺']",
好想告诉你,8.8,37749.0,https://movie.douban.com/subject/3838279/,2009-10-06(日本),"['能登麻美子', '浪川大辅', '平野绫', '中村悠一', '泽城美雪']",
好朋友们,7.5,11633.0,https://movie.douban.com/subject/25780578/,2014-07-10(韩国),"['朱智勋', '池晟', '李光洙', '李辉香', '崔镇浩']",
如何众叛亲离,6.8,18069.0,https://movie.douban.com/subject/2132430/,2008-10-03(英国),"['西蒙·佩吉', '克斯汀·邓斯特', '梅根·福克斯', '杰夫·布里吉斯', '坦迪·牛顿']",
如晴天，似雨天,8.2,53803.0,https://movie.douban.com/subject/25738406/,2014-09-27(瑞丹丝电影节),"['2015-03-13(美国)', '朱利安·夏特金', '莉顿·梅斯特', '黛博拉·梅辛', ",
如果·爱,7.6,141636.0,https://movie.douban.com/subject/1418070/,2005-12-01(中国大陆),"['周迅', '金城武', '张学友', '池珍熙', '曾志伟']",
如果蜗牛有爱情,7.5,33056.0,https://movie.douban.com/subject/26345137/,2016-10-24(中国大陆),"['王凯', '王子文', '徐悦', '于恒', '赵圆瑗']",
如父如子,8.3,42146.0,https://movie.douban.com/subject/10571509/,2013-09-28(日本),"['福山雅治', '尾野真千子', '真木阳子', '中川雅也', '风吹淳']",
妇女参政论者,8,10367.0,https://movie.douban.com/subject/25821498/,2015-09-04(特柳赖德电影节),"['2015-10-12(英国)', '凯瑞·穆里根', '海伦娜·伯翰·卡特', '布莱丹·格里森",
妈咪,8.1,14416.0,https://movie.douban.com/subject/25745651/,2014-10-08(法国),"['2014-05-22(戛纳电影节)', '安妮·杜尔瓦勒', '安托万-奥利弗·波尼安', '苏",
妈妈,6.6,18537.0,https://movie.douban.com/subject/6837235/,2013-01-18(美国),"['杰西卡·查斯坦', '尼古拉·科斯特-瓦尔道', '梅根·查彭提尔', '伊莎贝尔·内利瑟', ",
妈妈再爱我一次,8.3,32402.0,https://movie.douban.com/subject/1432972/,1988(台湾),"['1990-09(中国大陆)', '杨贵媚', '谢小鱼', '李小飞', '文英']",
妈妈咪呀,7.5,44576.0,https://movie.douban.com/subject/2054024/,2008-07-18 00:00:00,"['梅丽尔·斯特里普', '阿曼达·塞弗里德', '皮尔斯·布鲁斯南', '科林·费尔斯', '斯特",
妖夜慌踪,8.1,13077.0,https://movie.douban.com/subject/1303459/,1997-01-15(法国),"['1997-02-21(美国)', '比尔·普尔曼', '帕特丽夏·阿奎特', '巴萨扎·盖提',",
妙手仁心,8.4,18522.0,https://movie.douban.com/subject/1830581/,1998-08-31(香港),"['林保怡', '吴启华', '马浚伟', '蔡少芬', '陈慧珊']",
妙笔生花,7.6,18781.0,https://movie.douban.com/subject/6755346/,2012-01-27(圣丹斯电影节),"['2012-09-07(美国)', '布莱德利·库珀', '奥利维亚·王尔德', '佐伊·索尔达娜",
姐姐的守护者,8.3,47615.0,https://movie.douban.com/subject/3011049/,2009-06-26 00:00:00,"['卡梅隆·迪亚茨', '阿比盖尔·布蕾斯琳', '苏菲亚·威希涅瓦', '亚历克·鲍德温', '琼",
姐弟恋,7,25921.0,https://movie.douban.com/subject/3017655/,2009-02-06 00:00:00,"['凯瑟琳·泽塔-琼斯', '贾斯汀·巴萨', '约翰·施奈德', 'Lynn Whitfield'",
娜娜,7.8,94487.0,https://movie.douban.com/subject/1421823/,2005-09-03(日本),"['中岛美嘉', '宫崎葵', '成宫宽贵', '松山研一', '纱荣子']",
婚前试爱,5.7,49260.0,https://movie.douban.com/subject/5285669/,2010-12-23(香港),"['2011-12-08(广东地区)', '周秀娜', '罗仲谦', '洪天明', '庄思敏']",
婚姻保卫战,7.8,27308.0,https://movie.douban.com/subject/4294119/,2010-08-16(中国大陆),"['佟大为', '马伊琍', '黄磊', '袁立', '刘金山']",
媳妇的美好时代,8.2,17143.0,https://movie.douban.com/subject/4172516/,2009-11-26(中国),"['海清', '黄海波', '李坤霖', '高宝宝', '林申']",
嫌疑人,7.2,13686.0,https://movie.douban.com/subject/10563779/,2013-12-24(韩国),"['孔侑', '朴熙顺', '赵成夏', '刘多仁', '金成钧']",
嫌疑人X的献身,8.3,99754.0,https://movie.douban.com/subject/2369845/,2008-10-04(日本),"['福山雅治', '柴崎幸', '堤真一', '松雪泰子', '北村一辉']",
孔子,5.3,57892.0,https://movie.douban.com/subject/3606975/,2010-01-22(中国大陆),"['2010-01-28(香港)', '周润发', '周迅', '陈建斌', '任泉']",
孔雀,7.8,65616.0,https://movie.douban.com/subject/1309004/,2005-02-18(中国大陆),"['张静初', '冯瓅', '吕聿来', '黄梅莹', '刘冠成']",
孙子从美国来,8.3,25087.0,https://movie.douban.com/subject/10467774/,2012-02-02(中国大陆),"['罗京民', '丁佳明', '刘天佐', '中国大陆', '曲江涛']",
季春奶奶,8.3,18549.0,https://movie.douban.com/subject/26307755/,2016-05-19(韩国),"['尹汝贞', '金高银', '崔珉豪', '申恩廷', '朴敏智']",
季节变幻,7.8,16397.0,https://movie.douban.com/subject/2004613/,2006-08-31(泰国),"['文塔瓦·史蓝蓬', '尤万娜特·阿拉亚尼米萨库', 'Panissara Phimpru', '",
孤儿怨,8.1,177065.0,https://movie.douban.com/subject/3011308/,2009-07-24(美国/加拿大),"['维拉·法米加', '彼得·萨斯加德', '伊莎贝拉·弗尔曼', '希·庞德', '吉米·本内特'",
孤单又灿烂的神：鬼怪,8.8,42590.0,https://movie.douban.com/subject/26761935/,2016-12-02(韩国),"['孔侑', '金高银', '李东旭', '刘仁娜', '陆星材']",
孤堡惊情,7.4,40283.0,https://movie.douban.com/subject/2122766/,2007-10-11(西班牙),"['2010-04-16(中国大陆)', '贝伦·鲁艾达', '费尔南多·卡约', '罗赫尔·普林赛",
孤独的幸存者,7.9,26100.0,https://movie.douban.com/subject/3836070/,2013-12-25(美国),"['马克·沃尔伯格', '泰勒·克奇', '埃米尔·赫斯基', '本·福斯特', '艾瑞克·巴纳']",
孤独的美食家第一季,8.7,24889.0,https://movie.douban.com/subject/7065168/,2012-01-04(日本),"['松重丰', '山村美智', '宮内順子', '有賀さつき', '下宮里穂子']",
孤胆特工,8.1,108210.0,https://movie.douban.com/subject/4249355/,2010-08-04(韩国),"['2011-09-16(中国大陆)', '元斌', '金赛纶', '坦纳永·王特拉库', '金太勋",
孩子们都很好,7.5,27116.0,https://movie.douban.com/subject/3569969/,2010-07-30(美国),"['朱丽安·摩尔', '安妮特·贝宁', '马克·鲁弗洛', '米娅·华希科沃斯卡', '乔什·哈切",
它在身后,6.3,14680.0,https://movie.douban.com/subject/25870483/,2015-03-27(美国),"['麦卡·梦露', '凯尔·吉克瑞斯特', '丹尼尔·祖瓦图', '杰克·威利', '奥莉维亚·卢卡",
宅,8.3,29588.0,https://movie.douban.com/subject/3405642/,2003-10-03(英国),"['英国', 'Neil Coslett', '3分03秒', '宅', '动画']",
宅女侦探桂香,4.1,18181.0,https://movie.douban.com/subject/25778488/,2015-08-13(中国大陆),"['王珞丹', '周渝民', '任达华', '鲍起静', '天心']",
宇宙快递,9,20884.0,https://movie.douban.com/subject/25884822/,2014-05-08(韩国),"['韩国', '吴坤明', '5分26秒', '宇宙快递', '喜剧']",
守夜人,7,10470.0,https://movie.douban.com/subject/1414803/,2004-07-08 00:00:00,"['康斯坦丁·哈宾斯基', '弗拉基米尔·缅绍夫', '阿雷克西·查多夫', '俄罗斯', '提莫·",
守护者联盟,8,50188.0,https://movie.douban.com/subject/3769423/,2012-11-16(中国大陆),"['2012-11-21(美国)', '克里斯·派恩', '休·杰克曼', '艾拉·菲舍尔', '裘",
守望者,8,61271.0,https://movie.douban.com/subject/1972698/,2009-03-06(美国),"['帕特里克·威尔森', '卡拉·古奇诺', '比利·克鲁德普', '玛琳·阿克曼', '杰弗里·迪",
守法公民,7.9,56188.0,https://movie.douban.com/subject/3009161/,2009-10-16 00:00:00,"['杰米·福克斯', '杰拉德·巴特勒', '科尔姆·米尼', '布鲁斯·麦克吉尔', '莱丝莉·比",
安奈的眼睛,8.3,14201.0,https://movie.douban.com/subject/4022091/,2009-01-01 00:00:00,"['美国', 'www.burstofbeaden.com/aneyeforannai.html',",
安妮·霍尔,8.5,36961.0,https://movie.douban.com/subject/1296987/,1977-04-20 00:00:00,"['伍迪·艾伦', '黛安·基顿', '谢莉·杜瓦尔', '保罗·西蒙', '卡洛·凯恩']",
安娜·卡列尼娜,7.1,46106.0,https://movie.douban.com/subject/6110546/,2012-09-07(英国),"['2012-10-16(中国大陆)', '凯拉·奈特莉', '裘德·洛', '米歇尔·道克瑞', ",
宋家皇朝,7.7,24304.0,https://movie.douban.com/subject/1302455/,1997-05-01(香港),"['张曼玉', '邬君梅', '杨紫琼', '赵文瑄', '吴兴国']",
完美的世界,9,68068.0,https://movie.douban.com/subject/1300992/,1993-11-24(美国),"['凯文·科斯特纳', '劳拉·邓恩', '克林特·伊斯特伍德', 'T·J·劳瑟', '基斯·斯扎",
完美陌生人,8.6,90496.0,https://movie.douban.com/subject/26614893/,2016-02-11(意大利),"['吉塞培·巴蒂斯通', '安娜·福列塔', '马可·贾利尼', '艾多尔多·里奥', '瓦里诺·马",
完美音调,7.4,20301.0,https://movie.douban.com/subject/6957293/,2012-10-05(美国),"['安娜·肯德里克', '斯盖拉·阿斯丁', '本·普拉特', '布兰特妮·斯诺', '安娜·坎普'",
完美音调2,6.6,13286.0,https://movie.douban.com/subject/24713882/,2015-05-15(美国),"['安娜·肯德里克', '蕾蓓尔·威尔森', '海莉·斯坦菲尔德', '布兰特妮·斯诺', '斯盖拉",
宙斯之子：赫拉克勒斯,5.9,17282.0,https://movie.douban.com/subject/3157583/,2014-07-25(美国),"['2014-10-21(中国大陆)', '道恩·强森', '伊恩·麦柯肖恩', '约翰·赫特', ",
宝莲灯,7.5,63581.0,https://movie.douban.com/subject/1299643/,1999-07-30(中国大陆),"['姜文', '徐帆', '宁静', '陈佩斯', '崔杰']",
宝贝和我,7.1,35167.0,https://movie.douban.com/subject/3600972/,2008-08-13 00:00:00,"['张根硕', '文梅森', '吴光禄', '宋昰昀', '朴明秀']",
宝贝计划,7.1,175951.0,https://movie.douban.com/subject/1859036/,2006-09-08(威尼斯电影节),"['2006-09-28(中国大陆)', '2006-09-29(香港)', '成龙', '许冠文'",
实习医生格蕾第三季,8.7,16221.0,https://movie.douban.com/subject/3275421/,2006-09-21(美国),"['艾伦·旁派', '帕特里克·德姆西', 'James Pickens', 'T·R·奈特', '",
实习医生格蕾第二季,9,20076.0,https://movie.douban.com/subject/3275416/,2005-09-25(美国),"['艾伦·旁派', '吴珊卓 Sandra Oh', '贾斯汀·钱伯斯', '小詹姆斯·皮肯斯', ",
实习医生格蕾第五季,8.9,14191.0,https://movie.douban.com/subject/3226814/,2008-09-25(美国),"['艾伦·旁派', '帕特里克·德姆西', '吴珊卓', '凯瑟琳·海格尔', '贾斯汀·钱伯斯']",
实习医生格蕾第四季,8.7,13634.0,https://movie.douban.com/subject/3275425/,2007-09-27(美国),"['Ellen Pompeo', '吴珊卓', '凯瑟琳·海格尔', '美国', '实习医生格蕾']",
实习生,7.6,79758.0,https://movie.douban.com/subject/10594965/,2015-09-25(美国),"['罗伯特·德尼罗', '安妮·海瑟薇', '蕾妮·罗素', '安德雷斯·霍尔姆', '乔乔·库什纳",
宠物,9.1,18972.0,https://movie.douban.com/subject/25750820/,2013-10-22(美国),"['皮艾尔·柯芬', '美国', '亚罗·切尼', 'Bruno Dequier', '4分34秒'",
宠物小精灵,8.6,15623.0,https://movie.douban.com/subject/2015069/,1997-04-01 00:00:00,"['松本梨香', '大谷育江', '饭冢雅弓', '上田佑司', 'KAORI']",
宠物小精灵：超梦的逆袭,7.9,12789.0,https://movie.douban.com/subject/1420088/,1998-07-18(日本),"['松本梨香', '大谷育江', '三木真一郎', '兴梠里美', '山寺宏一']",
宠物情缘,7.3,11974.0,https://movie.douban.com/subject/2224160/,1999-02-01(香港),"['古天乐', '宣萱', '郑秀文', '李珊珊', '马德钟']",
审死官,7.3,71149.0,https://movie.douban.com/subject/1305355/,1992-07-02(香港),"['周星驰', '梅艳芳', '吴家丽', '吴孟达', '秦沛']",
宵禁,8,17835.0,https://movie.douban.com/subject/11598669/,2012-05-08(克拉克夫电影节),"['法提玛·普塔塞克', '肖恩·克里斯汀森', '金·艾伦', '达纳·西格尔', '克里斯汀·霍",
家园防线,6.2,23086.0,https://movie.douban.com/subject/11601131/,2013-11-27(美国),"['2014-03-14(中国大陆)', '杰森·斯坦森', '詹姆斯·弗兰科', '伊扎贝拉·维多",
家庭大改造,8.4,13764.0,https://movie.douban.com/subject/5681026/,米兰达·卡斯格拉夫,"['达纳·盖尔', '艾尔西·费舍尔', '皮艾尔·柯芬', '美国', 'Kyle Balda']",
家政妇三田,7.8,13240.0,https://movie.douban.com/subject/6788284/,2011-10-12(日本),"['松岛菜菜子', '长谷川博己', '相武纱季', '忽那汐里', '中川大志']",
家族之苦,8.1,13711.0,https://movie.douban.com/subject/26020796/,2016-03-12(日本),"['桥爪功', '吉行和子', '西村雅彦', '夏川结衣', '中岛朋子']",
家族的形式,8.8,27259.0,https://movie.douban.com/subject/26663070/,2016-01-17(日本),"['香取慎吾', '上野树里', '水原希子', '荒川良良', '千叶雄大']",
家有仙妻,8.2,27762.0,https://movie.douban.com/subject/2212156/,1991-04-23(台湾),"['林以真', '澎恰恰', '孙兴', '白冰冰', '戈伟如']",
家有儿女,7.8,25881.0,https://movie.douban.com/subject/2160565/,2005-02-12(中国大陆),"['宋丹丹', '高亚麟', '张一山', '杨紫', '尤浩然']",
家有喜事,8,68430.0,https://movie.douban.com/subject/1300064/,1992-01-25(香港),"['张国荣', '周星驰', '张曼玉', '吴君如', '黄百鸣']",
家，N次方,8.2,26270.0,https://movie.douban.com/subject/5031441/,2011-03-11(中国大陆),"['赵宝刚 ', '宋丹丹', '朱雨辰', '白百何', '王子文']",
宽松世代又如何,8.6,14459.0,https://movie.douban.com/subject/26724684/,2016-04-17(日本),"['冈田将生', '松坂桃李', '柳乐优弥', '安藤樱', '太贺']",
