imdb_link,评价人数_更新,评分_更新,index,电影名,评分,评价人数,链接,时间,演员
,102,5.8,34449,鬼才要毕业,(评价人数不足),,https://movie.douban.com/subject/26879787/,2016-07-28(泰国),"['Rasri Balenciaga', 'Maythinee Booranasiri', 'Baw"
,,,34453,鬼掩眼,(评价人数不足),,https://movie.douban.com/subject/10574513/,1983-12-01(香港),"['艾迪', '黄允材', '司马燕', '金燕玲', '车保罗']"
,,,34510,鬼诱,(评价人数不足),,https://movie.douban.com/subject/26661613/,2015-11,"['孙逢苑', '李东明', '房映华', '方言', '中国大陆']"
,,,34536,鬼魅灯,(评价人数不足),,https://movie.douban.com/subject/26633680/,2015-10-09 00:00:00,"['蒋依杉', '彭禺厶', '中国大陆', '陈思言', '64分钟']"
,,,34555,魅力女孩,(评价人数不足),,https://movie.douban.com/subject/26934338/,Belle Kemisara Paladesh,"['Ice Nattarat Nopparuttayaporn', '泰国', '魅力女孩', '爱"
,,,34559,魅力斯洛文尼亚,(评价人数不足),,https://movie.douban.com/subject/25884523/,2012-02-27 00:00:00,"['中国大陆', 'jishi.cntv.cn/program/meilisiluowenniya/"
,,,34561,魅力津巴布韦,(评价人数不足),,https://movie.douban.com/subject/26678763/,2015-7-20(中国大陆),"['中国大陆', '30分钟', '魅力津巴布韦', '纪录片', '汉语普通话']"
,,,34564,魅力马尔代夫,(评价人数不足),,https://movie.douban.com/subject/25985481/,2014-6-23(中国大陆),"['中国大陆', '李侠、陶涛', '24分钟', '纪录片', '汉语普通话']"
,239,3.9,34569,魅影惊心,(评价人数不足),,https://movie.douban.com/subject/2080762/,1966-11-05 00:00:00,"['Tom Neyman', 'John Reynolds', 'Diane Mahree', '美"
,27,5.2,34577,魔偶奇谭4--邪神军团,(评价人数不足),,https://movie.douban.com/subject/3600737/,Gordon Currie,"['Chandra West', '美国', 'Jeff Burr', '魔偶奇谭4 --邪神军团'"
,,,34578,魔偶奇谭5邪神复苏,(评价人数不足),,https://movie.douban.com/subject/1296176/,1994-09-21 00:00:00,"['美国', '杰夫布尔 (Jeff Burr)', '魔偶奇谭5 邪神复苏', '恐怖', '戴维"
,,,34579,魔偶奇谭6,(评价人数不足),,https://movie.douban.com/subject/1293465/,1998-05-26 00:00:00,"['美国', '戴维 迪考提奥 (David DeCoteau)', '90 分钟', 'UK: 7"
,,,34580,魔偶奇谭7前身,(评价人数不足),,https://movie.douban.com/subject/3600743/,Greg Sestero,"['美国', 'David DeCoteau', '魔偶奇谭7前身', '冒险', '爱情']"
,,,34581,魔偶奇谭8遗产,(评价人数不足),,https://movie.douban.com/subject/3600747/,Ian Abercrombie,"['Stephen Blackehart', '美国', 'Charles Band', '魔偶奇谭"
,,,34599,魔卡少女樱CLEARCARD篇,(尚未上映),,https://movie.douban.com/subject/26923124/,2018-01,"['丹下樱', '熊井统子', '岩男润子', '绪方惠美', '久川绫']"
,,,34608,魔咒钢琴,(目前无 ),,https://movie.douban.com/subject/7003251/,中国大陆,"['巴瑞·莱文森', '剧情', '尼古拉斯·梅耶 Nicholas Meyer', '贝拉']"
,,,34635,魔幻学园,(评价人数不足),,https://movie.douban.com/subject/2079542/,Debra Mayer,"['Riley Smith', 'Chad Burris', '美国', 'David DeCote"
,,,34655,魔法使光之美少女！奇迹的变身！莫夫伦天使！,(评价人数不足),,https://movie.douban.com/subject/26757819/,2016-10-29 00:00:00,"['日本', '魔法使光之美少女！奇迹的变身！莫夫伦天使！', '日语']"
,,,34657,魔法俏佳人：失落王国的秘密,(评价人数不足),,https://movie.douban.com/subject/5184766/,2007-11-30 00:00:00,"['Letizia Ciampa', 'Perla Liberatori', 'Katie McGo"
,,,34665,魔法奇缘2：解除魔法,(尚未上映),,https://movie.douban.com/subject/4285992/,艾米·亚当斯,"['美国', '安妮·弗莱彻', '亚当·山克曼', '魔法奇缘2：解除魔法', '爱情']"
,,,34672,魔法少女加奈,(评价人数不足),,https://movie.douban.com/subject/3861834/,2005-01-01 00:00:00,"['菅沼久义', '広桥凉', '水树奈々', '日本', '阿部雅司']"
,,,34676,魔法少女奈叶TheMOVIE3rdReflection,(评价人数不足),,https://movie.douban.com/subject/22963994/,田村由加莉,"['水树奈奈', '日本', '魔法少女奈叶 The MOVIE 3rd Reflection', "
,,,34689,魔法战队魔术连者vs刑事连者,(评价人数不足),,https://movie.douban.com/subject/3922550/,2006-03-10 00:00:00,"['桥本润', '松本寛也', '木下あゆ美', '菊地美香', '石野真子']"
,,,34692,魔法王国的俏皮小公主,(评价人数不足),,https://movie.douban.com/subject/4287160/,1997-12-01 00:00:00,"['宫村优子', 'かないみか', '铃木胜美', '根谷美智子', '新山志保']"
,44,5.9,34700,魔爪,(评价人数不足),,https://movie.douban.com/subject/3899347/,意大利,"['Germany: 79 分钟(cut version)', 'Germany: 85 分钟', "
,37,8.2,34707,魔界奇谭第七季,(评价人数不足),,https://movie.douban.com/subject/26575874/,美国,"['魔界奇谭', '魔界奇谭', '悬疑', '惊悚', '恐怖']"
,33,8.5,34708,魔界奇谭第六季,(评价人数不足),,https://movie.douban.com/subject/26667727/,美国,"['魔界奇谭', '25分钟', '魔界奇谭', '恐怖', '英语']"
,39,8.2,34709,魔界奇谭第四季,(评价人数不足),,https://movie.douban.com/subject/26667724/,美国,"['魔界奇谭', '25分钟', '魔界奇谭', '恐怖', '英语']"
,,,34721,魔符,(评价人数不足),,https://movie.douban.com/subject/24883246/,Matthew Black,"['Sumiko Braun', 'Brian Burke', 'Brandon Cano-Erre"
,,,34738,魔障爱破,(评价人数不足),,https://movie.douban.com/subject/26926474/,2016-10-07(印度),"['RJ Balaji', '艾米·杰克逊', 'R.V. Udhaya Kumar', 'Nass"
,,,34741,魔鬼之后,(评价人数不足),,https://movie.douban.com/subject/2019957/,2003-03-13 00:00:00,"['Pissara Aumawittchanee', 'Winai Kraibutr', 'Kong"
,,,34745,魔鬼公寓,(评价人数不足),,https://movie.douban.com/subject/1303270/,1992-03-05 00:00:00,"['弗兰克·芬莱', 'Marcia Layton', '梅勒妮·夏特纳', 'Brad Fishe"
,,,34759,魔鬼生化人2,(评价人数不足),,https://movie.douban.com/subject/1297529/,1995-02-14 00:00:00,"['美国', '约翰 艾尔斯 (John Eyres)', '魔鬼生化人2', '动作', '科幻'"
,,,34760,魔鬼生化人3,(评价人数不足),,https://movie.douban.com/subject/3150316/,1995-08-31 00:00:00,"['Sam Bottoms', 'Musetta Vander', '美国', 'John Eyre"
,,,34768,魔鬼追杀令,(评价人数不足),,https://movie.douban.com/subject/1308387/,特瑞·欧奎恩,"['Timothy Patrick Cavanaugh', 'Evan Lurie', '美国', "
,,,34774,魕异,(评价人数不足),,https://movie.douban.com/subject/26864321/,2016-09-01(香港),"['潘绍聪', '林诗枝', '戴莎妮', '余小孽', '香港']"
,,,34778,鱼乐圈,(评价人数不足),,https://movie.douban.com/subject/6386975/,2010-09-03 00:00:00,"['美国', 'Maxwell Atoms', '鱼乐圈', '喜剧', '动画']"
,,,34782,鱼米之乡：火辣辣的湘菜,(评价人数不足),,https://movie.douban.com/subject/26698879/,中国大陆,"['40分钟', '纪录片', '汉语普通话']"
,408,8.3,34806,鲁邦三世：血烟的石川五右卫门,(尚未上映),,https://movie.douban.com/subject/26873005/,2017-02-04(日本),"['浪川大辅', '栗田贯一', '泽城美雪', '小林清志', '山寺宏一']"
,,,34810,鲍比·桑兹：66天,(评价人数不足),,https://movie.douban.com/subject/26930722/,2016-08-05(爱尔兰),"['2016-11-30(美国)', 'Bobby Sands', 'Martin McCann',"
,,,34814,鲤鱼,(评价人数不足),,https://movie.douban.com/subject/19903000/,2012-09-08(西安国际动画电影节),"['中国大陆', '吴俊勇', '10分钟', '无对白']"
,,,34833,鳄鱼分署,(评价人数不足),,https://movie.douban.com/subject/5191754/,1979-08-18 00:00:00,"['横山エミー', 'ジャンボかおる', '佐藤慶', '日本', '曾根中生']"
,,,34835,鳄鱼的最后晚餐,(评价人数不足),,https://movie.douban.com/subject/20507021/,1996-01-01 00:00:00,"['美国', 'David Hughes', '43mins', '鳄鱼的最后晚餐', '纪录片']"
,56,7.1,34859,鸡尾酒派对,(评价人数不足),,https://movie.douban.com/subject/26414291/,2015-06-16 00:00:00,"['杰瑞米·埃尔卡伊姆', '莎拉·纪欧多', '乔纳森·兰伯特', '法国', 'Alice Ph"
,,,34872,鸡肉之祸,(评价人数不足),,https://movie.douban.com/subject/26862666/,2015-05-12(美国),"['美国', 'Rick Young', '54分钟', '鸡肉之祸', '纪录片']"
,,,34893,鸳鸯茶,(评价人数不足),,https://movie.douban.com/subject/1299718/,1950-09-02 00:00:00,"['多丽丝·黛', '伊芙·阿登', 'George Baxter', 'Jack Daley', "
,,,34897,鸽子号,(评价人数不足),,https://movie.douban.com/subject/1301970/,1974-09（美国）,"['Joseph Bottoms', '德博拉·拉芬', '美国', '查尔斯 贾洛特 (Charl"
,46,7.5,34905,鹤舞邙山,(评价人数不足),,https://movie.douban.com/subject/26938086/,中国大陆,"['鹤舞邙山', '纪录片', '汉语普通话']"
,26,7.8,34917,鹿特丹:欧洲之港,(评价人数不足),,https://movie.douban.com/subject/3585021/,伊夫·蒙当,"['Gerrit Kouwenaar', '荷兰', '尤里斯·伊文思', '20 分钟', '鹿特"
,657,7.4,34925,麦克斯奥特曼01麦克斯奥特曼诞生,(评价人数不足),,https://movie.douban.com/subject/3060970/,2005-07-02 00:00:00,"['青山草太', '长谷部瞳', '满岛光 Hikari Mitsushima', '希恩•尼古拉斯"
,657,7.4,34926,麦克斯奥特曼02饲养怪兽的女人,(评价人数不足),,https://movie.douban.com/subject/3060971/,2005-07-09 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34927,麦克斯奥特曼11巴拉寺的预言,(评价人数不足),,https://movie.douban.com/subject/3289901/,2005-09-10 00:00:00,"['青森草太', '日本', '金子修介', '麦克斯奥特曼 11 巴拉寺的预言', '动作']"
,657,7.4,34928,麦克斯奥特曼13赛顿之女,(评价人数不足),,https://movie.douban.com/subject/3240380/,2005-09-24 00:00:00,"['青森草太', '长谷部瞳', '长泽奈央', '日本', '八木毅']"
,657,7.4,34931,麦克斯奥特曼22蝴蝶之梦,(评价人数不足),,https://movie.douban.com/subject/25821985/,2005-11-26 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34932,麦克斯奥特曼24不再被狙击的街道,(评价人数不足),,https://movie.douban.com/subject/25821992/,2005-12-10 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34933,麦克斯奥特曼26圣诞节的艾莉,(评价人数不足),,https://movie.douban.com/subject/25822416/,2005-12-24(平安夜),"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34934,麦克斯奥特曼29怪兽为什么会出现?,(评价人数不足),,https://movie.douban.com/subject/25842631/,2006-01-14 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34935,麦克斯奥特曼35M32星云的亚当和夏娃,(评价人数不足),,https://movie.douban.com/subject/25822150/,2006-02-25 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34936,麦克斯奥特曼36异次元世界,(评价人数不足),,https://movie.douban.com/subject/25822410/,2006-03-04 00:00:00,"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34937,麦克斯奥特曼40特别总结篇:奥特的未来,(评价人数不足),,https://movie.douban.com/subject/25822672/,2006-04-01(愚人节),"['青山草太', '长谷部瞳', '满岛光', '希恩•尼古拉斯', '小川信行']"
,657,7.4,34938,麦克斯奥特曼行星破坏者,(评价人数不足),,https://movie.douban.com/subject/3285828/,2005-08-13 00:00:00,"['青森草太', '日本', '梶研吾', '24分钟', '麦克斯奥特曼 行星破坏者']"
,,,34963,麦田里的反叛者,(尚未上映),,https://movie.douban.com/subject/26602855/,尼古拉斯·霍尔特,"['凯文·史派西', '佐伊·达奇', '劳拉·邓恩', '詹姆斯·乌尔班尼亚克', '布莱恩·达西"
,,,34965,麦积山石窟,(评价人数不足),,https://movie.douban.com/subject/26593853/,中国大陆,"['麦积山石窟', '历史', '纪录片', '汉语普通话']"
,,,34973,麻烦制造者：土地艺术的故事,(评价人数不足),,https://movie.douban.com/subject/26614631/,美国,"['James Crump', '72 min', '麻烦制造者：土地艺术的故事', '纪录片', "
,7942,4.6,34974,麻烦家族,(尚未上映),,https://movie.douban.com/subject/26907450/,2017-04-28(中国大陆),"['黄磊', '孙莉', '李立群', '张伟欣', '海清']"
,,,34985,麻辣白玉堂之刺涿州,(评价人数不足),,https://movie.douban.com/subject/26575843/,2015-12-09 00:00:00,"['李岱昆', '郑媛元', '丁宇辰', '文江', '中国大陆']"
,,,34986,麻辣白玉堂之致命棋局,(评价人数不足),,https://movie.douban.com/subject/26687587/,2015-12-16 00:00:00,"['李岱昆', '丁宇辰', '中国大陆', '王军', '李秉光']"
,,,34999,黃飛鴻第十三集：血戰關東(下),(评价人数不足),,https://movie.douban.com/subject/10527182/,关德兴,"['石坚', '袁小田', '阮兆輝', '石修', '香港']"
,,,35004,黄大仙乌鼠,(评价人数不足),,https://movie.douban.com/subject/4202310/,1995-05-25 00:00:00,"['吴毅将', '钟淑慧', '香港', '林义雄', '90分钟']"
,,,35015,黄昏症候群：毕业怪谈篇,(评价人数不足),,https://movie.douban.com/subject/26365369/,2001-01-26(日本),"['酒井若菜', '内藤陽子', '福井裕佳梨', '白鳥智恵子', '日本']"
,,,35022,黄浦,(评价人数不足),,https://movie.douban.com/subject/6062747/,美国,"['中国大陆', '史杰鹏', '27分钟', '黄浦', '纪录片']"
,70,6.9,35048,黄金拼图PrettyDays,(评价人数不足),,https://movie.douban.com/subject/26823819/,2016-11-12 00:00:00,"['西明日香', '田中真奈美', '种田梨沙', '内山夕实', '东山奈央']"
,,,35054,黄金缉私队,(评价人数不足),,https://movie.douban.com/subject/3993501/,张永祥,"['阿东', '叶尔肯', '中国大陆', '托合塔森', '80分钟']"
,8612,6.2,35080,黎明决战,(尚未上映),,https://movie.douban.com/subject/26295709/,2017-03-02(中国大陆),"['王千源', '刘诗诗', '张晞临', '曹炳琨', '任正彬']"
,85,6.4,35129,黑子的篮球WinterCup总集篇～门的另一侧～,(评价人数不足),,https://movie.douban.com/subject/26770366/,2016-12-03 00:00:00,"['小野贤章', '小野友树', '木村良平', '日本', 'movie.kurobas.com/"
,,,35145,黑寡妇,(尚未上映),,https://movie.douban.com/subject/25828589/,美国,"['黑寡妇', '动作', '科幻', '冒险', '大卫·海特 David Hayter']"
,,,35146,黑山羊,(评价人数不足),,https://movie.douban.com/subject/6798559/,2011-10-31(加拿大),"['Adam Wilson', '加拿大 Canada', 'Joseph Nanni', '6分钟"
,,,35149,黑市大企业第一季,(评价人数不足),,https://movie.douban.com/subject/26429143/,美国,"['黑市大企业', '黑市大企业', '纪录片', '英语']"
,,,35155,黑帮帝国,(评价人数不足),,https://movie.douban.com/subject/26379364/,Jasper Cole,"['Brian Graham', 'Nick Stellate', '美国', '黑帮帝国', '4"
,,,35160,黑帮，枪支和僵尸,(评价人数不足),,https://movie.douban.com/subject/10481131/,Vincent Jerome,"['Huggy Leaver', 'Fabrizio Santino', '英国', 'Matt M"
,,,35168,黑暗世界,(评价人数不足),,https://movie.douban.com/subject/3189592/,2006-12-02 00:00:00,"['Gina Valona', '肖恩·温', 'Aidan Marus', 'Paul Micha"
,,,35179,黑暗之戒,(评价人数不足),,https://movie.douban.com/subject/1309213/,2004-02-28 00:00:00,"['美国', '戴维 迪考提奥 (David DeCoteau)', '黑暗之戒', '惊栗', '"
,,,35187,黑暗塔,(尚未上映),,https://movie.douban.com/subject/4943938/,2017-07-28(美国),"['伊德里斯·艾尔巴', '马修·麦康纳', '阿比·丽', '凯瑟琳·温妮克', '杰基·厄尔·哈"
,,,35194,黑暗料理,(评价人数不足),,https://movie.douban.com/subject/26889575/,2016-10-13(中国大陆),"['冯子翰', '黄雨萱', '曾伟权', '中国大陆', '钟宗保']"
,3172,7.3,35198,黑暗正义联盟,(尚未上映),,https://movie.douban.com/subject/26277361/,2017-02-07(美国),"['马特·瑞安', '卡米拉·卢丁顿', '杰森·奥玛拉', '尼古拉斯·特图罗', '迪·布拉雷·"
,,,35199,黑暗法师2,(评价人数不足),,https://movie.douban.com/subject/4014098/,吉野公佳,"['四方堂亘', '白鳥智恵子', '天本英世', '斉藤暁', '大谷朗']"
,,,35200,黑暗法师TV版,(评价人数不足),,https://movie.douban.com/subject/5046038/,1997-02-01(日本),"['佐伯日菜子', '今村理恵', '趙方豪', '団次郎', '榊原るみ']"
,34,5.4,35201,黑暗浪潮:风暴边缘,(评价人数不足),,https://movie.douban.com/subject/26909517/,娜塔莉·考克斯,"['Shane Rimmer', 'Robin Kirwan', 'Steve Healey', '"
,51,7.9,35203,黑暗物质第三季,(尚未上映),,https://movie.douban.com/subject/26866419/,2017-07(美国),"['加拿大', '黑暗物质', '黑暗物质', '剧情', '科幻']"
,,,35216,黑桃皇后之黑暗仪式,(评价人数不足),,https://movie.douban.com/subject/26627877/,2015-09-110,"['Alina Babak', 'Valeriya Dmitrieva', 'Igor Khripu"
,41,5.5,35226,黑洞拦截,(评价人数不足),,https://movie.douban.com/subject/1299908/,Paul Koslo,"['Jan-Michael Vincent', 'Tara Buckman', '加拿大', 'Ha"
,,,35258,黑白条纹：尤文图斯的故事,(评价人数不足),,https://movie.douban.com/subject/25813040/,2014-5,"['意大利', 'Marco La Villa', 'Mauro La Villa', '黑白条纹："
,,,35275,黑社会3,(尚未上映),,https://movie.douban.com/subject/20427087/,香港,"['杜琪峰', '动作', '犯罪', '粤语']"
